Id	From dataset	Site	Domestication Status	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16
100.JPG	100.TPS	Botai	Unknown	0.3071288267004996	-0.3138392441743253	-0.010636914193213295	-0.36101936536226215	-0.5198965111980391	-0.24969746554580846	-0.05970514240848845	0.17171582818304604	-0.08346720386184353	0.38177634945945554	0.2948540826666121	0.1673667729749442	0.019618542957367292	0.23689420272013278	0.05210431933710471	-0.033197078255181624
103.JPG	103.TPS	Botai	Unknown	0.328471424059813	-0.3522298324676199	-0.032432695621652775	-0.4001142024587479	-0.45565585871218617	-0.2212505510381364	-0.057066573150114756	0.19689179317037972	-0.11320515096638194	0.37540504475430114	0.2909696426004453	0.14660740880879802	-0.004911055117080388	0.22711999272104005	0.04383026690715848	0.027570346509985598
104.JPG	104.TPS	Botai	Unknown	0.351749049431665	-0.34816561675732893	-0.03634795876701799	-0.371261795256858	-0.49079589744784924	-0.22784021971209964	-0.03921170839415233	0.18183814201331128	-0.09439595747585823	0.3455916810470292	0.2879299859348326	0.1681463244433352	0.007290265739974829	0.22341319191938538	0.01378222097840449	0.028278292303225618
105.JPG	105.TPS	Botai	Unknown	0.38000710356954276	-0.3511227556286971	-0.06529900507437181	-0.3778691612998695	-0.459200248530023	-0.21488685756527365	-0.05102304418959632	0.190261009014013	-0.09891045377488546	0.3681845261838856	0.2781619192733496	0.14657945648554319	-0.011210901278966358	0.21239288418848037	0.027474630004949655	0.026460898621918433
106.JPG	106.TPS	Botai	Unknown	0.3800141263692094	-0.34900622998630015	-0.049793120791851074	-0.3778717144451832	-0.4357689699989762	-0.2024362626984519	-0.045493230650384985	0.1734962337827657	-0.10957217094210427	0.403875261206916	0.2962933510817432	0.13721845918820838	-0.0040252040694064685	0.23153241251130235	-0.03165478099822842	-0.016808159559256765
107.JPG	107.TPS	Botai	Unknown	0.3609975145232385	-0.3770309407924032	-0.058162936498967	-0.36475550729987066	-0.45515872053060086	-0.2259611846548389	-0.050543907496583766	0.1697531931209012	-0.10698153012397252	0.3475538124886371	0.292351985423222	0.17508372074699247	0.007766519581708466	0.23154553716438667	0.009731075121953049	0.043811369226195704
109.JPG	109.TPS	Botai	Unknown	0.41638253022362626	-0.3173075276612382	-0.08168462626140857	-0.3800501003162981	-0.5097879583930063	-0.19688363096870382	-0.020761127935264734	0.16031686041654336	-0.08835958816455057	0.3309081335396259	0.2610432794943746	0.17359648863906824	0.016086775495652607	0.20764505504822386	0.007080715540575495	0.02177472130277925
110.JPG	110.TPS	Botai	Unknown	0.2845339504164188	-0.2805745723260453	-0.012868402735753943	-0.3933491953574166	-0.5211001172745523	-0.25697075918658047	-0.026420610143685963	0.11579549156181572	-0.0998679474303353	0.43924395381707365	0.3053312675709894	0.154289236953227	0.02822534956205241	0.20839303782882554	0.042166510034866427	0.013172806709100798
111.JPG	111.TPS	Botai	Unknown	0.32676164765326204	-0.3510357709403606	-0.03871784475004217	-0.38307941227851483	-0.4823798938865628	-0.23501965031117533	-0.03087993509037436	0.17722324857934704	-0.09801661329457191	0.3578629046503418	0.2779415802152397	0.19477339215620285	0.017209411327074955	0.22892489208862954	0.02808164782597459	0.010350396055530842
112.JPG	112.TPS	Botai	Unknown	0.31279258275508487	-0.31854994211008253	-0.014068319847628309	-0.36831179704199063	-0.5089398681043935	-0.2585243247986931	-0.04216225783916431	0.1733145031584982	-0.0805921888421509	0.4025402093547701	0.2808000347709687	0.14922887780349103	0.010877733394832109	0.21940043383169003	0.04129228371244989	9.020398023177484E-4
113.JPG	113.TPS	Botai	Unknown	0.34970043288378466	-0.34706273586599906	-0.050729597800763145	-0.3714324123795836	-0.4768992622955426	-0.22227909000223642	-0.04628944094235167	0.16690291588160885	-0.11319682213038681	0.35490260974723037	0.29775162861780824	0.1695712322009846	0.012130261260823587	0.23415214446012522	0.027532800406626857	0.0152453359578694
115.JPG	115.TPS	Botai	Unknown	0.43045496230380204	-0.29085226080938026	-0.07658900088719141	-0.3589713078394575	-0.5254824693102061	-0.19871992120122306	-0.041769541747033394	0.16909985797055554	-0.09641787207312247	0.3415530489151178	0.29567493458662725	0.11916983486263512	0.004591132326251345	0.190094388259424	0.009537854800873815	0.028626359842328346
116.JPG	116.TPS	Botai	Unknown	0.35716406792103683	-0.3416506032082578	-0.05289003605005388	-0.38746794404829055	-0.4768684308024404	-0.2231088926189807	-0.03918084472165672	0.17979433882312038	-0.09499046491649055	0.35130538082680274	0.28586400264241296	0.16882450956296058	0.00952285484321308	0.2222629998086426	0.01137885108397838	0.03004021085400165
117.JPG	117.TPS	Botai	Unknown	0.3462445887157815	-0.3787234320597806	-0.054747108845753914	-0.3737049081439323	-0.4261018066057141	-0.22412505941318728	-0.032881476290982696	0.19452864136429662	-0.15297227939521546	0.37708762911539684	0.29759105819555387	0.13861759917837346	0.004915438077073024	0.2418418059571146	0.017951586149259572	0.024477724001719166
118.JPG	118.TPS	Botai	Unknown	0.3267317932112391	-0.33526639363548655	-0.05292151918423684	-0.36529587831392135	-0.4838306831015945	-0.2515282933864296	-0.028432721320674526	0.16194354962965288	-0.11383375822929201	0.3894847718688774	0.27717043542269804	0.1573621545971351	0.012486988516164761	0.24060018066369085	0.0626294646856953	0.0026999085764809264
119.JPG	119.TPS	Botai	Unknown	0.41960732288571634	-0.3653400557936797	-0.10592632969663453	-0.37825329932758806	-0.4365847500063754	-0.20010841913107322	-0.06097412901597038	0.19856084029750698	-0.09720904900769642	0.3318165045897345	0.27428476116821515	0.15473259741104484	-0.013662097743501495	0.22476998860299555	0.02046427141624832	0.033821843351058645
IMG_1294.JPG	1294.TPS	Rogolik	Wild	0.3841304431068165	-0.3420657127365021	-0.059485305479035855	-0.407965952148811	-0.4719955050486162	-0.19854092326498562	-0.06963721611622267	0.18391193352691199	-0.08254944232443986	0.3318232140449597	0.26178554825030526	0.15645742244886146	0.012801147823905847	0.2383646088494932	0.024950329787287038	0.038015409280072424
13.JPG	13.TPS	Botai	Unknown	0.3238960624516991	-0.3338008046954203	-0.026895670963980257	-0.4005750056185896	-0.5207820458702571	-0.21470943026546277	-0.036964392221453486	0.1355054703169484	-0.106590802619416	0.34968187644566145	0.2473066965381966	0.22104110237862726	0.06776594726158211	0.2297537543446871	0.05226420542363073	0.013103037093547676
IMG_1301.JPG	1301.TPS	Rogolik	Wild	0.38930380408538545	-0.42327305593826103	-0.04745777020866359	-0.3342179999084009	-0.4161039984118952	-0.20634324727787406	-0.1060822055956619	0.20799296059394262	-0.1078723499461921	0.33378269583467735	0.32784742997442473	0.14855840799350722	-0.029151004572461586	0.2226703756753416	-0.010483905324935833	0.05082986302706751
14.JPG	14.TPS	Botai	Unknown	0.2938898360221436	-0.3232759271006441	0.009822626536841676	-0.37458284011958787	-0.5374579265223937	-0.25242796819288965	-0.05792670992068294	0.15422361699283776	-0.07287406608923747	0.37316900423275307	0.26558397223943436	0.19264629587015114	0.054164043867056075	0.23295047071143854	0.04479822386684039	-0.0027026523940568946
16.JPG	16.TPS	Botai	Unknown	0.29249600434556244	-0.31263129551241414	0.00392985052601951	-0.3765290564601345	-0.5204001937811691	-0.24635698120271518	-0.0731097566216593	0.17722680313208888	-0.06793824230750248	0.3838217655120706	0.30359475223108934	0.1706881510666909	-2.6092373788475474E-4	0.2242019662765387	0.06168850934554176	-0.02042135281212538
17.JPG	17.TPS	Botai	Unknown	0.39267485355704007	-0.3255090579116358	-0.05759547947300445	-0.36103505841764105	-0.5005080655496146	-0.2096492316440946	-0.07102131378037757	0.17051804864800585	-0.07091340547259999	0.3698833217400416	0.2669189472133607	0.15913397296717982	-2.2449337154216886E-4	0.20717287963616224	0.04066895687673965	-0.010514875018019548
